"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CPI","TOT","IDX2010","Q","1988-Q4",55.18473,
"USA","CPI","TOT","IDX2010","Q","1989-Q1",55.79619,
"USA","CPI","TOT","IDX2010","Q","1989-Q2",56.71339,
"USA","CPI","TOT","IDX2010","Q","1989-Q3",57.17199,
"USA","CPI","TOT","IDX2010","Q","1989-Q4",57.72231,
"USA","CPI","TOT","IDX2010","Q","1990-Q1",58.71594,
"USA","CPI","TOT","IDX2010","Q","1990-Q2",59.31212,
"USA","CPI","TOT","IDX2010","Q","1990-Q3",60.33632,
"USA","CPI","TOT","IDX2010","Q","1990-Q4",61.31467,
"USA","CPI","TOT","IDX2010","Q","1991-Q1",61.81912,
"USA","CPI","TOT","IDX2010","Q","1991-Q2",62.186,
"USA","CPI","TOT","IDX2010","Q","1991-Q3",62.67517,
"USA","CPI","TOT","IDX2010","Q","1991-Q4",63.14906,
"USA","CPI","TOT","IDX2010","Q","1992-Q1",63.59237,
"USA","CPI","TOT","IDX2010","Q","1992-Q2",64.11212,
"USA","CPI","TOT","IDX2010","Q","1992-Q3",64.61658,
"USA","CPI","TOT","IDX2010","Q","1992-Q4",65.07517,
"USA","CPI","TOT","IDX2010","Q","1993-Q1",65.6255,
"USA","CPI","TOT","IDX2010","Q","1993-Q2",66.12995,
"USA","CPI","TOT","IDX2010","Q","1993-Q3",66.38982,
"USA","CPI","TOT","IDX2010","Q","1993-Q4",66.84843,
"USA","CPI","TOT","IDX2010","Q","1994-Q1",67.27645,
"USA","CPI","TOT","IDX2010","Q","1994-Q2",67.70448,
"USA","CPI","TOT","IDX2010","Q","1994-Q3",68.30065,
"USA","CPI","TOT","IDX2010","Q","1994-Q4",68.62167,
"USA","CPI","TOT","IDX2010","Q","1995-Q1",69.18728,
"USA","CPI","TOT","IDX2010","Q","1995-Q2",69.79874,
"USA","CPI","TOT","IDX2010","Q","1995-Q3",70.10448,
"USA","CPI","TOT","IDX2010","Q","1995-Q4",70.44078,
"USA","CPI","TOT","IDX2010","Q","1996-Q1",71.08282,
"USA","CPI","TOT","IDX2010","Q","1996-Q2",71.786,
"USA","CPI","TOT","IDX2010","Q","1996-Q3",72.16817,
"USA","CPI","TOT","IDX2010","Q","1996-Q4",72.68792,
"USA","CPI","TOT","IDX2010","Q","1997-Q1",73.17709,
"USA","CPI","TOT","IDX2010","Q","1997-Q2",73.46754,
"USA","CPI","TOT","IDX2010","Q","1997-Q3",73.75798,
"USA","CPI","TOT","IDX2010","Q","1997-Q4",74.04842,
"USA","CPI","TOT","IDX2010","Q","1998-Q1",74.24715,
"USA","CPI","TOT","IDX2010","Q","1998-Q2",74.64461,
"USA","CPI","TOT","IDX2010","Q","1998-Q3",74.93505,
"USA","CPI","TOT","IDX2010","Q","1998-Q4",75.19492,
"USA","CPI","TOT","IDX2010","Q","1999-Q1",75.48537,
"USA","CPI","TOT","IDX2010","Q","1999-Q2",76.21913,
"USA","CPI","TOT","IDX2010","Q","1999-Q3",76.69302,
"USA","CPI","TOT","IDX2010","Q","1999-Q4",77.1669,
"USA","CPI","TOT","IDX2010","Q","2000-Q1",77.93123,
"USA","CPI","TOT","IDX2010","Q","2000-Q2",78.75671,
"USA","CPI","TOT","IDX2010","Q","2000-Q3",79.38346,
"USA","CPI","TOT","IDX2010","Q","2000-Q4",79.81149,
"USA","CPI","TOT","IDX2010","Q","2001-Q1",80.57581,
"USA","CPI","TOT","IDX2010","Q","2001-Q2",81.41658,
"USA","CPI","TOT","IDX2010","Q","2001-Q3",81.52359,
"USA","CPI","TOT","IDX2010","Q","2001-Q4",81.29429,
"USA","CPI","TOT","IDX2010","Q","2002-Q1",81.58473,
"USA","CPI","TOT","IDX2010","Q","2002-Q2",82.47136,
"USA","CPI","TOT","IDX2010","Q","2002-Q3",82.82295,
"USA","CPI","TOT","IDX2010","Q","2002-Q4",83.08282,
"USA","CPI","TOT","IDX2010","Q","2003-Q1",83.92359,
"USA","CPI","TOT","IDX2010","Q","2003-Q2",84.22932,
"USA","CPI","TOT","IDX2010","Q","2003-Q3",84.64206,
"USA","CPI","TOT","IDX2010","Q","2003-Q4",84.65735,
"USA","CPI","TOT","IDX2010","Q","2004-Q1",85.42168,
"USA","CPI","TOT","IDX2010","Q","2004-Q2",86.64461,
"USA","CPI","TOT","IDX2010","Q","2004-Q3",86.95034,
"USA","CPI","TOT","IDX2010","Q","2004-Q4",87.47009,
"USA","CPI","TOT","IDX2010","Q","2005-Q1",88.0204,
"USA","CPI","TOT","IDX2010","Q","2005-Q2",89.19747,
"USA","CPI","TOT","IDX2010","Q","2005-Q3",90.28283,
"USA","CPI","TOT","IDX2010","Q","2005-Q4",90.74142,
"USA","CPI","TOT","IDX2010","Q","2006-Q1",91.2306,
"USA","CPI","TOT","IDX2010","Q","2006-Q2",92.77454,
"USA","CPI","TOT","IDX2010","Q","2006-Q3",93.29429,
"USA","CPI","TOT","IDX2010","Q","2006-Q4",92.49939,
"USA","CPI","TOT","IDX2010","Q","2007-Q1",93.44212,
"USA","CPI","TOT","IDX2010","Q","2007-Q2",95.2337,
"USA","CPI","TOT","IDX2010","Q","2007-Q3",95.49648,
"USA","CPI","TOT","IDX2010","Q","2007-Q4",96.17567,
"USA","CPI","TOT","IDX2010","Q","2008-Q1",97.26897,
"USA","CPI","TOT","IDX2010","Q","2008-Q2",99.40436,
"USA","CPI","TOT","IDX2010","Q","2008-Q3",100.5605,
"USA","CPI","TOT","IDX2010","Q","2008-Q4",97.7161,
"USA","CPI","TOT","IDX2010","Q","2009-Q1",97.22984,
"USA","CPI","TOT","IDX2010","Q","2009-Q2",98.26077,
"USA","CPI","TOT","IDX2010","Q","2009-Q3",98.92802,
"USA","CPI","TOT","IDX2010","Q","2009-Q4",99.12706,
"USA","CPI","TOT","IDX2010","Q","2010-Q1",99.52497,
"USA","CPI","TOT","IDX2010","Q","2010-Q2",99.99778,
"USA","CPI","TOT","IDX2010","Q","2010-Q3",100.091,
"USA","CPI","TOT","IDX2010","Q","2010-Q4",100.3862,
"USA","CPI","TOT","IDX2010","Q","2011-Q1",101.6559,
"USA","CPI","TOT","IDX2010","Q","2011-Q2",103.4281,
"USA","CPI","TOT","IDX2010","Q","2011-Q3",103.8506,
"USA","CPI","TOT","IDX2010","Q","2011-Q4",103.6927,
"USA","CPI","TOT","IDX2010","Q","2012-Q1",104.5177,
"USA","CPI","TOT","IDX2010","Q","2012-Q2",105.3827,
"USA","CPI","TOT","IDX2010","Q","2012-Q3",105.6138,
"USA","CPI","TOT","IDX2010","Q","2012-Q4",105.6518,
"USA","CPI","TOT","IDX2010","Q","2013-Q1",106.2755,
"USA","CPI","TOT","IDX2010","Q","2013-Q2",106.8505,
"USA","CPI","TOT","IDX2010","Q","2013-Q3",107.2543,
"USA","CPI","TOT","IDX2010","Q","2013-Q4",106.955,
"USA","CPI","TOT","IDX2010","Q","2014-Q1",107.7692,
"USA","CPI","TOT","IDX2010","Q","2014-Q2",109.0418,
"USA","CPI","TOT","IDX2010","Q","2014-Q3",109.1669,
"USA","CPI","TOT","IDX2010","Q","2014-Q4",108.2899,
"USA","CPI","TOT","IDX2010","Q","2015-Q1",107.7016,
"USA","CPI","TOT","IDX2010","Q","2015-Q2",109.0001,
"USA","CPI","TOT","IDX2010","Q","2015-Q3",109.2864,
"USA","CPI","TOT","IDX2010","Q","2015-Q4",108.7948,
"USA","CPI","TOT","IDX2010","Q","2016-Q1",108.8651,
"USA","CPI","TOT","IDX2010","Q","2016-Q2",110.1414,
"USA","CPI","TOT","IDX2010","Q","2016-Q3",110.5078,
"USA","CPI","TOT","IDX2010","Q","2016-Q4",110.7538,
"USA","CPI","TOT","IDX2010","Q","2017-Q1",111.6295,
"USA","CPI","TOT","IDX2010","Q","2017-Q2",112.2363,
"USA","CPI","TOT","IDX2010","Q","2017-Q3",112.6814,
"USA","CPI","TOT","IDX2010","Q","2017-Q4",113.099,
"USA","CPI","TOT","IDX2010","Q","2018-Q1",114.1012,
